2.3453502e+07 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.7102806e+07 0.0000000e+00 7.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.4790066e+06 0.0000000e+00 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.5043070e+05 0.0000000e+00 1.2000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.3568489e+09 0.0000000e+00 9.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0952664e+06 6.6958179e+00 1.0000000e+01 -6.6163893e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.8439051e+05 7.4337038e+00 1.1000000e+01 6.0101502e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0952664e+06 6.6958179e+00 1.0000000e+01 6.6163893e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.8439051e+05 7.4337038e+00 1.1000000e+01 1.6638519e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.0762508e+03 6.7767653e+00 6.0000000e+00 5.0020141e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0952664e+06 6.6958179e+00 1.0000000e+01 -6.6163893e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.8439051e+05 7.4337038e+00 1.1000000e+01 6.0101502e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.8772569e+06 8.3100853e+00 8.0000000e+00 3.3242102e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.4783586e+06 3.0342518e+00 3.0000000e+00 2.7715879e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.3295317e+05 8.4743053e+00 0.0000000e+00 1.1900502e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.0429875e+05 inf 5.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.0429875e+05 inf 5.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.0429875e+05 inf 5.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.0429875e+05 inf 5.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.0429875e+05 inf 2.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
2.3453502e+07 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.4790066e+06 0.0000000e+00 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
