0.0000000e+00 2.9222729e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.3670817e+01 5.0429875e+05 1.3148282e+00 1.4593809e+00 0.0000000e+00 0.0000000e+00
8.5808338e-01 5.0764379e+03 -5.8349924e-09 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.8382932e+00 1.0952664e+06 2.1915988e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 8.4315065e+09 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.3779208e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.0989418e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 4.8338820e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 7.5043070e+05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 9.6337179e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.2423322e+00 1.0423533e+06 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.3997631e+00 1.6812462e+06 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.1052485e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.5956175e+01 5.9042881e+04 7.2854758e-01 7.5638498e-01 0.0000000e+00 0.0000000e+00
7.4175395e+00 1.6802839e+06 2.6135909e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.1727914e+00 1.0952664e+06 3.8645951e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.1154347e+00 3.8691329e+06 1.6660004e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.1832639e+00 1.5440930e+06 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.9683280e+00 7.5043070e+05 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.4938863e+00 7.1461410e+05 3.0275796e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.4334043e+00 5.0753125e+03 1.5391236e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 3.4902782e+07 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 2.2733111e+07 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 9.7549426e+05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 9.0585880e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 2.7883962e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.3022234e+00 7.5043070e+05 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
6.6551591e+00 9.8028035e+05 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 8.8862236e+05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
6.7767652e+00 5.0762508e+03 2.5010070e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.3248691e+01 5.0429875e+05 2.0630990e+00 -6.3270259e-01 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.0272804e+08 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.3140015e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
6.7507218e+00 9.6185981e+04 6.8075765e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.7754934e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.8247431e+00 1.0952664e+06 3.9497311e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 5.0764379e+03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.1789027e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.1065746e+00 5.0764379e+03 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.8278817e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 2.2353988e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
6.0619766e+00 5.0762508e+03 -2.5288832e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
6.3625310e+00 8.1390716e+04 -5.9067938e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
3.4357697e+00 2.0772814e+06 -7.4505806e-09 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.3847919e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 2.6881897e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.1293801e+00 2.1423650e+06 1.8527336e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.5060424e+00 9.8113776e+05 1.4876374e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.1948615e+00 1.8169502e+06 1.2940827e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 6.9652612e+05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.8094049e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.1798623e+00 5.0751105e+03 8.8473118e-04 5.0011965e-01 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.4228402e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.5661030e+00 4.3351482e+06 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.4784930e+07 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.4856916e+07 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.4972920e+00 3.9552374e+04 8.3825004e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.3129076e+01 7.5043070e+05 1.5310595e+00 1.7962054e+00 0.0000000e+00 0.0000000e+00
5.8859192e+00 4.2846785e+06 4.4376481e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.2035622e+00 5.0527695e+05 1.4164900e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.4609213e+01 5.0429875e+05 1.2632918e+00 1.7987609e+00 0.0000000e+00 0.0000000e+00
8.2815797e+00 2.0770252e+06 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.3532658e+00 8.2258058e+05 -1.7961416e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.1676022e+00 1.1738618e+06 -3.2576415e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.2688739e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.5924280e+00 5.2044923e+05 3.1501616e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.0730915e+00 1.4070101e+06 9.6487015e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.4933945e+00 1.1493992e+06 2.9492270e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.4138995e+00 1.8610528e+06 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
6.3819638e+00 8.7259376e+05 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 1.0076011e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
3.3350018e+00 2.3007602e+05 9.9589282e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 5.1608513e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 4.0604427e+06 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.9286072e+00 7.5043070e+05 3.7064575e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.8960268e+00 5.0751746e+03 3.1406681e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.1526388e+00 1.3006271e+06 1.5707963e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
