1.2121849306144334e+05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.2121300000000000e+05 0.0000000000000000e+00 5.4930614433405491e+00
2.4933061677905600e+04 1.3317607000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.4920342000000001e+04 5.7882061000000000e+00 6.9314718055994531e+00
5.0833693718055993e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 5.0764378999999999e+03 0.0000000000000000e+00 6.9314718055994531e+00
4.8902990161562171e+04 -6.2452476999999995e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.8889966999999997e+04 4.9759719999999996e+00 8.0471895621705016e+00
3.3724509693147182e+08 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.3724509000000000e+08 0.0000000000000000e+00 6.9314718055994531e+00
6.0242357471805597e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.0235425999999999e+04 0.0000000000000000e+00 6.9314718055994531e+00
4.9007578061443339e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.9002084999999999e+04 0.0000000000000000e+00 5.4930614433405491e+00
1.9845020147180560e+05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.9844326999999999e+05 0.0000000000000000e+00 6.9314718055994531e+00
3.4982455471805595e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.4975523999999998e+04 0.0000000000000000e+00 6.9314718055994531e+00
3.8979123306144332e+05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.8978573999999999e+05 0.0000000000000000e+00 5.4930614433405491e+00
4.6764560690143335e+04 1.2533141000000001e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.6752737999999998e+04 6.3296286999999998e+00 5.4930614433405491e+00
7.2351364189562169e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.2343316999999995e+04 0.0000000000000000e+00 8.0471895621705016e+00
4.9237363471805598e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.9230432000000001e+04 0.0000000000000000e+00 6.9314718055994531e+00
7.2488504878055992e+03 7.3321692999999999e-01 7.5761407000000003e-01 0.0000000000000000e+00 0.0000000000000000e+00 7.2291786000000002e+03 1.2740416000000000e+01 6.9314718055994531e+00
7.2584552767262183e+04 -2.6091942000000001e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.2570705000000002e+04 5.8005776999999998e+00 8.0471895621705016e+00
4.8903887302962168e+04 1.4898837000000000e+01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.8889966999999997e+04 5.8731134000000003e+00 8.0471895621705016e+00
1.5997807930130564e+05 1.6656734000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.5996564000000001e+05 5.5078294999999997e+00 6.9314718055994531e+00
6.6950178471805601e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.6943247000000003e+04 0.0000000000000000e+00 6.9314718055994531e+00
3.4981017061443337e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.4975523999999998e+04 0.0000000000000000e+00 5.4930614433405491e+00
3.3640518501805600e+04 -1.6847966000000001e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.3628322000000000e+04 5.2650300000000003e+00 6.9314718055994531e+00
5.0844850895621703e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 5.0764378999999999e+03 0.0000000000000000e+00 8.0471895621705016e+00
1.4012421314718055e+06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.4012352000000000e+06 0.0000000000000000e+00 6.9314718055994531e+00
9.1561322147180559e+05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 9.1560629000000004e+05 0.0000000000000000e+00 6.9314718055994531e+00
4.4296936471805595e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.4290004999999997e+04 0.0000000000000000e+00 6.9314718055994531e+00
3.6635253306144330e+05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.6634703999999998e+05 0.0000000000000000e+00 5.4930614433405491e+00
1.1681770306144335e+05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.1681221000000001e+05 0.0000000000000000e+00 5.4930614433405491e+00
3.4983571189562172e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.4975523999999998e+04 0.0000000000000000e+00 8.0471895621705016e+00
4.4256888061443336e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.4251394999999997e+04 0.0000000000000000e+00 5.4930614433405491e+00
4.0562439471805599e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.0555508000000002e+04 0.0000000000000000e+00 6.9314718055994531e+00
5.0887743319621704e+03 6.2752004000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 5.0762506999999996e+03 4.4764423999999998e+00 8.0471895621705016e+00
2.4934645586943341e+04 7.8716386999999999e-01 -1.0576536999999999e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.4919506000000001e+04 9.6465254999999992e+00 5.4930614433405491e+00
4.1135033314718055e+06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.1134963999999999e+06 0.0000000000000000e+00 6.9314718055994531e+00
5.7748352061443336e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 5.7742858999999997e+04 0.0000000000000000e+00 5.4930614433405491e+00
8.6518529285055993e+03 6.7767023000000004e-01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.6397778999999991e+03 5.1435567000000004e+00 6.9314718055994531e+00
7.6309846471805591e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.6302914999999994e+04 0.0000000000000000e+00 6.9314718055994531e+00
4.8903123221405593e+04 3.9429607000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.8889966999999997e+04 6.2247496000000000e+00 6.9314718055994531e+00
5.0819309614433405e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 5.0764378999999999e+03 0.0000000000000000e+00 5.4930614433405491e+00
5.2287113471805598e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 5.2280182000000001e+04 0.0000000000000000e+00 6.9314718055994531e+00
5.0844850895621703e+03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 5.0764378999999999e+03 0.0000000000000000e+00 8.0471895621705016e+00
7.8307792061443339e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.8302298999999999e+04 0.0000000000000000e+00 5.4930614433405491e+00
